State,Month,Year,Incident,Animal,Severity,Monetary_Impact
Maharashtra,8,2022,Injury/Death,Snake,Low,44
Kerala,10,2019,Wild animal entering populated area,Crocodile,Medium,226
Tamil Nadu,6,2019,Conflict with humans,Elephant,High,372
Kerala,6,2019,Wild animal entering populated area,Monkey,Low,115
Uttar Pradesh,10,2021,Poaching,Deer,High,244
Madhya Pradesh,11,2023,Conflict with humans,Bear,Medium,83
Madhya Pradesh,7,2022,Wild animal entering populated area,Bear,Critical,904
Karnataka,7,2023,Wild animal entering populated area,Deer,Medium,52
West Bengal,11,2025,Illegal trade,Rhino,High,457
West Bengal,6,2020,Wild animal entering populated area,Elephant,Medium,153
Maharashtra,4,2022,Wild animal entering populated area,Monkey,High,494
Kerala,11,2021,Poaching,Leopard,Medium,103
Uttar Pradesh,9,2018,Conflict with humans,Leopard,Medium,211
Tamil Nadu,6,2021,Wild animal entering populated area,Monkey,High,234
Uttarakhand,4,2023,Wild animal entering populated area,Crocodile,Critical,849
Rajasthan,12,2024,Conflict with humans,Bear,High,175
Maharashtra,3,2023,Injury/Death,Snake,Medium,38
Uttar Pradesh,4,2024,Smuggling,Crocodile,High,154
Karnataka,3,2025,Wild animal entering populated area,Monkey,Medium,143
Maharashtra,2,2022,Illegal trade,Deer,Low,145
Assam,5,2019,Wild animal entering populated area,Elephant,Medium,78
Uttar Pradesh,2,2023,Conflict with humans,Crocodile,High,111
Uttar Pradesh,6,2023,Wild animal entering populated area,Deer,High,125
Rajasthan,3,2018,Injury/Death,Bear,Low,113
Uttar Pradesh,6,2025,Wild animal entering populated area,Bear,Critical,256
Karnataka,11,2024,Conflict with humans,Snake,High,103
Tamil Nadu,10,2023,Wild animal entering populated area,Elephant,Low,67
Uttar Pradesh,9,2019,Injury/Death,Snake,Medium,116
Maharashtra,1,2022,Injury/Death,Snake,Medium,139
Maharashtra,6,2020,Wild animal entering populated area,Wild Boar,Medium,219
Rajasthan,9,2023,Wild animal entering populated area,Deer,Medium,223
Maharashtra,11,2025,Poaching,Tiger,Medium,109
Uttar Pradesh,4,2021,Injury/Death,Snake,Low,48
Maharashtra,11,2023,Conflict with humans,Rhino,Medium,142
Uttar Pradesh,12,2020,Conflict with humans,Monkey,Medium,209
Kerala,2,2025,Poaching,Leopard,Medium,42
Maharashtra,4,2023,Poaching,Crocodile,Medium,176
Maharashtra,1,2025,Smuggling,Tiger,Low,78
Rajasthan,3,2024,Conflict with humans,Leopard,High,215
Uttar Pradesh,10,2023,Wild animal entering populated area,Elephant,High,260
West Bengal,9,2024,Wild animal entering populated area,Rhino,Medium,147
Karnataka,10,2021,Illegal trade,Rhino,Low,31
West Bengal,5,2025,Poaching,Rhino,Low,121
Assam,11,2022,Conflict with humans,Elephant,Low,134
Karnataka,6,2020,Wild animal entering populated area,Elephant,Low,39
Uttarakhand,3,2023,Smuggling,Wild Boar,Medium,212
Kerala,5,2024,Wild animal entering populated area,Deer,Low,116
Tamil Nadu,11,2021,Conflict with humans,Elephant,Low,39
Odisha,8,2021,Wild animal entering populated area,Monkey,High,244
Maharashtra,6,2025,Conflict with humans,Snake,Medium,112
West Bengal,4,2021,Conflict with humans,Rhino,Medium,136
Uttar Pradesh,2,2018,Poaching,Wild Boar,Medium,147
Tamil Nadu,9,2022,Smuggling,Leopard,Medium,151
Tamil Nadu,12,2021,Wild animal entering populated area,Elephant,Medium,174
Rajasthan,1,2022,Trap/Accident,Bear,Medium,80
Maharashtra,1,2021,Wild animal entering populated area,Elephant,Low,54
Tamil Nadu,4,2022,Trap/Accident,Deer,Critical,950
Odisha,7,2025,Injury/Death,Snake,Low,112
West Bengal,1,2024,Trap/Accident,Rhino,Low,111
Odisha,9,2020,Conflict with humans,Snake,High,473
Uttar Pradesh,4,2025,Wild animal entering populated area,Elephant,High,201
Maharashtra,3,2022,Wild animal entering populated area,Elephant,Low,17
Maharashtra,1,2023,Illegal trade,Leopard,Medium,141
Kerala,10,2022,Poaching,Wild Boar,Low,103
Karnataka,4,2019,Poaching,Leopard,Medium,231
Tamil Nadu,9,2025,Injury/Death,Snake,Critical,784
Assam,10,2022,Conflict with humans,Elephant,Low,33
Madhya Pradesh,6,2023,Conflict with humans,Leopard,Low,10
Maharashtra,6,2021,Conflict with humans,Elephant,High,174
Maharashtra,1,2020,Wild animal entering populated area,Wolf,Medium,31
Odisha,10,2024,Smuggling,Monkey,Critical,667
Odisha,2,2018,Conflict with humans,Monkey,Low,80
Madhya Pradesh,11,2018,Conflict with humans,Leopard,Critical,986
Madhya Pradesh,6,2020,Wild animal entering populated area,Bear,Low,121
Maharashtra,2,2022,Wild animal entering populated area,Bear,Medium,160
Assam,3,2018,Conflict with humans,Elephant,Low,72
Maharashtra,4,2021,Conflict with humans,Elephant,Medium,97
Uttar Pradesh,11,2021,Wild animal entering populated area,Monkey,High,369
Maharashtra,5,2023,Injury/Death,Bear,Low,32
Karnataka,9,2018,Wild animal entering populated area,Wild Boar,Critical,249
Rajasthan,12,2020,Injury/Death,Deer,High,317
Karnataka,4,2021,Conflict with humans,Wild Boar,High,422
Rajasthan,11,2020,Poaching,Leopard,High,226
Karnataka,9,2024,Wild animal entering populated area,Monkey,Low,49
Uttar Pradesh,11,2023,Injury/Death,Crocodile,Low,57
Assam,10,2023,Conflict with humans,Elephant,Low,76
Maharashtra,3,2019,Trap/Accident,Deer,Medium,181
Goa,8,2019,Wild animal entering populated area,Rhino,Low,70
Maharashtra,12,2020,Wild animal entering populated area,Monkey,Medium,108
Rajasthan,1,2025,Conflict with humans,Leopard,Low,98
West Bengal,11,2020,Wild animal entering populated area,Elephant,Low,52
Maharashtra,9,2022,Conflict with humans,Snake,Medium,90
Karnataka,9,2019,Wild animal entering populated area,Rhino,Low,124
Tamil Nadu,10,2020,Injury/Death,Bear,Low,69
Kerala,2,2022,Wild animal entering populated area,Elephant,Medium,104
West Bengal,4,2021,Poaching,Rhino,Medium,138
Maharashtra,8,2024,Conflict with humans,Leopard,Medium,127
West Bengal,7,2023,Conflict with humans,Elephant,Medium,70
Maharashtra,1,2021,Conflict with humans,Leopard,Low,137
Uttar Pradesh,5,2025,Wild animal entering populated area,Deer,High,348
Tamil Nadu,7,2019,Wild animal entering populated area,Monkey,Low,34
Madhya Pradesh,4,2020,Poaching,Leopard,High,252
West Bengal,1,2021,Trap/Accident,Rhino,Low,114
Madhya Pradesh,9,2021,Wild animal entering populated area,Deer,High,190
Maharashtra,5,2022,Poaching,Monkey,High,273
Madhya Pradesh,11,2023,Poaching,Leopard,Medium,84
West Bengal,2,2021,Poaching,Lion,Low,57
Karnataka,8,2022,Conflict with humans,Elephant,Low,100
Uttar Pradesh,11,2023,Poaching,Tiger,Medium,53
Odisha,2,2020,Wild animal entering populated area,Deer,Low,111
Maharashtra,3,2019,Conflict with humans,Crocodile,Low,60
Tamil Nadu,10,2022,Injury/Death,Monkey,Low,69
Madhya Pradesh,1,2021,Conflict with humans,Deer,Critical,979
Rajasthan,11,2019,Trap/Accident,Bear,Medium,172
Karnataka,2,2022,Wild animal entering populated area,Elephant,Low,116
Uttar Pradesh,7,2022,Wild animal entering populated area,Elephant,Critical,677
Uttar Pradesh,10,2022,Wild animal entering populated area,Monkey,Medium,118
Odisha,2,2021,Conflict with humans,Elephant,Medium,170
Maharashtra,6,2024,Wild animal entering populated area,Monkey,High,457
Karnataka,3,2021,Smuggling,Wild Boar,High,211
Rajasthan,4,2019,Illegal trade,Leopard,High,104
Tamil Nadu,11,2021,Injury/Death,Snake,Medium,48
Uttar Pradesh,8,2021,Wild animal entering populated area,Monkey,Low,87
Karnataka,3,2025,Injury/Death,Snake,Low,113
Tamil Nadu,10,2023,Injury/Death,Monkey,Medium,123
Tamil Nadu,6,2022,Wild animal entering populated area,Lion,Low,54
West Bengal,1,2021,Illegal trade,Tiger,Low,24
Karnataka,7,2021,Wild animal entering populated area,Deer,Low,102
Odisha,8,2021,Conflict with humans,Tiger,Medium,199
Uttar Pradesh,11,2018,Conflict with humans,Tiger,High,463
Kerala,8,2022,Wild animal entering populated area,Rhino,Medium,124
West Bengal,3,2025,Wild animal entering populated area,Elephant,High,116
Madhya Pradesh,10,2021,Poaching,Leopard,Low,85
Madhya Pradesh,1,2023,Conflict with humans,Leopard,Medium,173
Kerala,9,2022,Injury/Death,Snake,Low,67
Maharashtra,6,2021,Injury/Death,Snake,Medium,180
Rajasthan,11,2020,Conflict with humans,Leopard,Low,109
Tamil Nadu,9,2022,Wild animal entering populated area,Crocodile,High,264
Karnataka,7,2019,Wild animal entering populated area,Deer,Low,12
Madhya Pradesh,1,2022,Injury/Death,Deer,Medium,44
West Bengal,12,2022,Wild animal entering populated area,Elephant,Low,78
Maharashtra,12,2020,Illegal trade,Bear,Low,59
Uttar Pradesh,1,2023,Smuggling,Bear,High,292
Odisha,6,2021,Injury/Death,Snake,Low,93
West Bengal,5,2021,Wild animal entering populated area,Elephant,Low,65
West Bengal,9,2018,Wild animal entering populated area,Elephant,Medium,125
Karnataka,2,2024,Conflict with humans,Monkey,High,314
Karnataka,8,2024,Wild animal entering populated area,Monkey,Medium,66
Karnataka,11,2022,Poaching,Leopard,Medium,51
Odisha,5,2018,Conflict with humans,Crocodile,Low,98
Madhya Pradesh,2,2018,Conflict with humans,Deer,Medium,134
Tamil Nadu,10,2024,Conflict with humans,Snake,Critical,89
Rajasthan,11,2023,Conflict with humans,Bear,Low,62
Karnataka,11,2021,Conflict with humans,Tiger,Medium,81
Maharashtra,12,2019,Conflict with humans,Snake,High,168
Rajasthan,6,2020,Wild animal entering populated area,Bear,Medium,104
Himachal Pradesh,10,2022,Wild animal entering populated area,Elephant,Low,33
Uttarakhand,8,2021,Conflict with humans,Leopard,Medium,119
Tamil Nadu,4,2018,Illegal trade,Monkey,Medium,78
Assam,2,2023,Conflict with humans,Elephant,Medium,56
Rajasthan,12,2023,Trap/Accident,Bear,High,473
Maharashtra,11,2023,Conflict with humans,Snake,Medium,222
Uttarakhand,5,2018,Conflict with humans,Cheetah,Low,104
Odisha,12,2020,Trap/Accident,Monkey,Critical,778
Maharashtra,2,2019,Wild animal entering populated area,Elephant,Medium,186
Odisha,2,2023,Conflict with humans,Crocodile,Medium,78
Madhya Pradesh,6,2022,Wild animal entering populated area,Deer,Medium,62
Tamil Nadu,11,2020,Wild animal entering populated area,Bear,Medium,161
Rajasthan,10,2023,Wild animal entering populated area,Cheetah,Medium,43
Odisha,9,2024,Wild animal entering populated area,Monkey,High,240
Maharashtra,4,2021,Conflict with humans,Leopard,Medium,181
Tamil Nadu,6,2021,Injury/Death,Snake,Low,81
Madhya Pradesh,7,2025,Poaching,Leopard,Low,110
Assam,11,2018,Wild animal entering populated area,Elephant,High,328
Kerala,6,2022,Wild animal entering populated area,Monkey,Low,42
Madhya Pradesh,8,2023,Wild animal entering populated area,Deer,High,181
Uttar Pradesh,4,2019,Illegal trade,Tiger,Medium,215
Uttar Pradesh,12,2018,Injury/Death,Rhino,Low,81
Uttar Pradesh,1,2022,Trap/Accident,Monkey,Medium,186
Odisha,7,2019,Conflict with humans,Snake,Medium,169
Madhya Pradesh,3,2019,Poaching,Leopard,High,85
Odisha,6,2020,Injury/Death,Snake,Medium,96
Tamil Nadu,2,2022,Smuggling,Bear,Medium,158
Kerala,9,2024,Wild animal entering populated area,Elephant,Medium,167
Maharashtra,1,2021,Conflict with humans,Wild Boar,Low,70
Karnataka,6,2018,Poaching,Leopard,Low,99
Kerala,6,2019,Wild animal entering populated area,Bear,Low,106
West Bengal,5,2021,Wild animal entering populated area,Elephant,High,108
Karnataka,5,2025,Wild animal entering populated area,Wild Boar,Low,56
Rajasthan,1,2024,Injury/Death,Bear,Critical,108
Karnataka,10,2024,Wild animal entering populated area,Crocodile,Critical,203
Karnataka,12,2022,Conflict with humans,Snake,Medium,163
West Bengal,5,2024,Trap/Accident,Rhino,Medium,202
Tamil Nadu,2,2023,Injury/Death,Snake,Medium,119
Goa,7,2024,Conflict with humans,Elephant,Low,98
Uttar Pradesh,3,2022,Wild animal entering populated area,Monkey,Critical,822
Uttar Pradesh,4,2021,Poaching,Monkey,Medium,87
West Bengal,3,2023,Conflict with humans,Rhino,Medium,168
Assam,3,2020,Illegal trade,Tiger,Medium,58
Tamil Nadu,4,2024,Conflict with humans,Leopard,Medium,104
Madhya Pradesh,5,2023,Conflict with humans,Leopard,Low,86
Uttar Pradesh,1,2019,Smuggling,Cheetah,Medium,126
Uttarakhand,4,2023,Smuggling,Leopard,Critical,868
Karnataka,12,2022,Wild animal entering populated area,Elephant,Medium,62
Maharashtra,12,2022,Injury/Death,Snake,Critical,505
Himachal Pradesh,11,2020,Smuggling,Monkey,Medium,67
Maharashtra,8,2023,Wild animal entering populated area,Monkey,High,395
Karnataka,10,2025,Injury/Death,Crocodile,Medium,59
Uttar Pradesh,7,2022,Conflict with humans,Snake,Low,82
Assam,9,2023,Conflict with humans,Tiger,Low,116
Odisha,5,2021,Poaching,Leopard,Low,88
Assam,10,2023,Wild animal entering populated area,Elephant,Low,108
Maharashtra,4,2019,Wild animal entering populated area,Bear,Medium,210
Odisha,8,2021,Wild animal entering populated area,Elephant,High,376
Odisha,9,2021,Wild animal entering populated area,Deer,High,344
Madhya Pradesh,7,2018,Wild animal entering populated area,Deer,Medium,109
Uttar Pradesh,7,2022,Wild animal entering populated area,Crocodile,Low,105
Tamil Nadu,5,2022,Smuggling,Deer,Low,109
Uttar Pradesh,4,2018,Injury/Death,Bear,Low,86
Karnataka,10,2021,Conflict with humans,Leopard,Medium,82
Uttar Pradesh,1,2023,Conflict with humans,Monkey,Low,73
Maharashtra,10,2024,Conflict with humans,Leopard,Low,36
Assam,10,2022,Poaching,Rhino,Low,91
Uttar Pradesh,7,2018,Wild animal entering populated area,Wild Boar,Medium,136
Tamil Nadu,1,2025,Injury/Death,Snake,Critical,742
West Bengal,1,2025,Poaching,Tiger,Medium,147
Assam,5,2022,Wild animal entering populated area,Elephant,Medium,107
Rajasthan,9,2023,Poaching,Leopard,Medium,147
Rajasthan,6,2020,Wild animal entering populated area,Bear,Low,127
Madhya Pradesh,3,2025,Smuggling,Leopard,Medium,81
Kerala,3,2021,Conflict with humans,Snake,Low,121
Uttarakhand,7,2024,Poaching,Leopard,Low,79
Uttar Pradesh,6,2022,Wild animal entering populated area,Deer,Medium,58
Madhya Pradesh,9,2021,Wild animal entering populated area,Bear,Low,94
Maharashtra,6,2023,Wild animal entering populated area,Wild Boar,Low,33
Odisha,5,2021,Conflict with humans,Deer,Medium,92
Uttar Pradesh,10,2018,Conflict with humans,Snake,Medium,62
Uttar Pradesh,7,2023,Wild animal entering populated area,Monkey,Medium,205
Assam,1,2021,Wild animal entering populated area,Elephant,Low,17
Rajasthan,12,2023,Smuggling,Leopard,Medium,150
Uttar Pradesh,7,2021,Wild animal entering populated area,Rhino,High,451
West Bengal,3,2023,Smuggling,Tiger,Low,137
Maharashtra,9,2024,Wild animal entering populated area,Rhino,High,358
Tamil Nadu,6,2020,Wild animal entering populated area,Monkey,Low,76
Uttar Pradesh,9,2023,Conflict with humans,Snake,Low,96
Tamil Nadu,5,2021,Wild animal entering populated area,Elephant,Low,88
Madhya Pradesh,7,2021,Wild animal entering populated area,Deer,High,460
Uttar Pradesh,4,2025,Conflict with humans,Elephant,Low,74
Uttar Pradesh,7,2023,Wild animal entering populated area,Deer,Low,98
West Bengal,1,2021,Wild animal entering populated area,Elephant,Low,56
Maharashtra,7,2022,Wild animal entering populated area,Crocodile,Medium,168
Uttar Pradesh,8,2023,Conflict with humans,Tiger,Medium,236
Maharashtra,5,2022,Smuggling,Monkey,Critical,400
Madhya Pradesh,2,2025,Wild animal entering populated area,Cheetah,Medium,99
Uttar Pradesh,5,2023,Trap/Accident,Deer,Low,103
Himachal Pradesh,6,2022,Wild animal entering populated area,Rhino,Medium,74
Maharashtra,12,2019,Trap/Accident,Lion,Medium,186
Kerala,2,2021,Conflict with humans,Tiger,Medium,68
Odisha,6,2025,Injury/Death,Snake,Low,32
Assam,6,2021,Wild animal entering populated area,Rhino,Low,103
Maharashtra,1,2022,Wild animal entering populated area,Crocodile,Medium,39
Uttar Pradesh,1,2021,Injury/Death,Snake,Low,23
Uttar Pradesh,11,2018,Poaching,Deer,Medium,125
Karnataka,10,2024,Poaching,Leopard,Low,21
Himachal Pradesh,3,2019,Illegal trade,Wolf,High,173
Assam,10,2019,Wild animal entering populated area,Elephant,Low,126
Karnataka,10,2019,Wild animal entering populated area,Crocodile,Low,102
Uttar Pradesh,12,2025,Injury/Death,Deer,High,173
Karnataka,3,2022,Conflict with humans,Monkey,Medium,163
Assam,4,2023,Smuggling,Rhino,Low,60
Madhya Pradesh,2,2025,Conflict with humans,Leopard,Medium,197
Kerala,9,2024,Wild animal entering populated area,Deer,Medium,82
Assam,10,2023,Smuggling,Tiger,Low,34
Maharashtra,12,2020,Illegal trade,Tiger,Low,97
Maharashtra,11,2024,Conflict with humans,Bear,High,464
Uttar Pradesh,7,2019,Wild animal entering populated area,Deer,Low,37
Tamil Nadu,7,2024,Conflict with humans,Elephant,Medium,149
Rajasthan,6,2023,Wild animal entering populated area,Bear,High,136
Uttar Pradesh,3,2021,Conflict with humans,Snake,Critical,205
Kerala,6,2018,Wild animal entering populated area,Deer,Critical,900
Uttar Pradesh,12,2022,Trap/Accident,Bear,Low,83
Odisha,8,2019,Wild animal entering populated area,Crocodile,Low,131
Tamil Nadu,8,2024,Wild animal entering populated area,Crocodile,Medium,30
Uttar Pradesh,11,2018,Conflict with humans,Deer,Critical,955
Kerala,9,2023,Wild animal entering populated area,Lion,Low,31
Madhya Pradesh,1,2022,Conflict with humans,Leopard,Low,103
Rajasthan,1,2024,Injury/Death,Bear,High,158
West Bengal,3,2025,Wild animal entering populated area,Elephant,Low,83
Karnataka,3,2021,Conflict with humans,Leopard,High,459
Madhya Pradesh,10,2023,Conflict with humans,Leopard,Low,118
Karnataka,8,2021,Wild animal entering populated area,Rhino,Critical,789
Assam,10,2025,Wild animal entering populated area,Elephant,Low,135
Uttar Pradesh,1,2022,Conflict with humans,Elephant,Critical,307
Tamil Nadu,2,2020,Conflict with humans,Tiger,Medium,104
Kerala,2,2020,Illegal trade,Lion,Medium,197
Uttar Pradesh,3,2021,Injury/Death,Snake,Medium,79
West Bengal,6,2020,Conflict with humans,Elephant,Low,41
Maharashtra,1,2020,Smuggling,Deer,Medium,41
Maharashtra,2,2019,Smuggling,Rhino,Low,133
Karnataka,1,2024,Wild animal entering populated area,Deer,Low,106
West Bengal,5,2024,Conflict with humans,Wolf,Low,36
Karnataka,7,2020,Wild animal entering populated area,Elephant,Medium,179
Uttar Pradesh,8,2022,Wild animal entering populated area,Deer,Low,63
Madhya Pradesh,10,2022,Conflict with humans,Leopard,Medium,153
Rajasthan,1,2023,Smuggling,Leopard,Low,77
Maharashtra,7,2020,Wild animal entering populated area,Bear,Critical,982
Madhya Pradesh,5,2024,Poaching,Deer,Low,95
Karnataka,10,2024,Wild animal entering populated area,Wild Boar,Medium,170
Rajasthan,1,2021,Conflict with humans,Deer,Critical,825
Uttar Pradesh,3,2021,Conflict with humans,Tiger,High,98
Uttar Pradesh,7,2022,Wild animal entering populated area,Deer,Medium,81
Himachal Pradesh,10,2018,Wild animal entering populated area,Rhino,Low,63
Goa,1,2020,Wild animal entering populated area,Elephant,High,507
Karnataka,7,2023,Wild animal entering populated area,Lion,High,277
Rajasthan,5,2025,Poaching,Leopard,Medium,78
West Bengal,1,2023,Conflict with humans,Rhino,Medium,96
Rajasthan,1,2022,Conflict with humans,Deer,Medium,108
Madhya Pradesh,1,2024,Trap/Accident,Bear,Medium,185
Maharashtra,11,2022,Smuggling,Leopard,Medium,159
Maharashtra,9,2022,Wild animal entering populated area,Deer,Medium,185
West Bengal,11,2021,Injury/Death,Rhino,Medium,187
Maharashtra,3,2022,Injury/Death,Snake,Low,111
Madhya Pradesh,5,2022,Conflict with humans,Bear,Medium,188
Uttarakhand,11,2019,Conflict with humans,Elephant,Medium,146
Madhya Pradesh,10,2018,Poaching,Leopard,Low,93
Tamil Nadu,12,2021,Injury/Death,Wild Boar,High,431
Odisha,9,2021,Wild animal entering populated area,Bear,Medium,161
Maharashtra,6,2018,Wild animal entering populated area,Bear,Medium,196
Uttar Pradesh,12,2018,Conflict with humans,Tiger,Medium,200
